LAUS,state_fips,county_fips,county,year,,Labor,Employed,Unemployed,unemploy_rate
CN4811900000000,48,119,"Delta County, TX",2010,,"2,596","2,391",205,7.9
CN4812100000000,48,121,"Denton County, TX",2010,,"369,088","342,972","26,116",7.1
CN4812300000000,48,123,"DeWitt County, TX",2010,,"9,076","8,371",705,7.8
CN4812500000000,48,125,"Dickens County, TX",2010,,871,773,98,11.3
CN4812700000000,48,127,"Dimmit County, TX",2010,,"3,856","3,450",406,10.5
CN4812900000000,48,129,"Donley County, TX",2010,,"1,810","1,685",125,6.9
CN4813100000000,48,131,"Duval County, TX",2010,,"5,038","4,453",585,11.6
CN4813300000000,48,133,"Eastland County, TX",2010,,"8,113","7,412",701,8.6
CN4813500000000,48,135,"Ector County, TX",2010,,"68,186","62,525","5,661",8.3
CN4813700000000,48,137,"Edwards County, TX",2010,,"1,037",963,74,7.1
CN4813900000000,48,139,"Ellis County, TX",2010,,"75,674","69,611","6,063",8
CN4814100000000,48,141,"El Paso County, TX",2010,,"340,841","309,629","31,212",9.2
CN4814300000000,48,143,"Erath County, TX",2010,,"20,499","19,179","1,320",6.4
CN4814500000000,48,145,"Falls County, TX",2010,,"7,242","6,626",616,8.5
CN4814700000000,48,147,"Fannin County, TX",2010,,"15,341","14,092","1,249",8.1
CN4814900000000,48,149,"Fayette County, TX",2010,,"12,029","11,295",734,6.1
CN4815100000000,48,151,"Fisher County, TX",2010,,"1,925","1,790",135,7
CN4815300000000,48,153,"Floyd County, TX",2010,,"3,372","3,105",267,7.9
CN4815500000000,48,155,"Foard County, TX",2010,,662,618,44,6.6
CN4815700000000,48,157,"Fort Bend County, TX",2010,,"298,162","275,453","22,709",7.6
CN4815900000000,48,159,"Franklin County, TX",2010,,"4,811","4,397",414,8.6
CN4816100000000,48,161,"Freestone County, TX",2010,,"8,149","7,478",671,8.2
CN4816300000000,48,163,"Frio County, TX",2010,,"7,584","7,031",553,7.3
CN4816500000000,48,165,"Gaines County, TX",2010,,"7,935","7,464",471,5.9
CN4816700000000,48,167,"Galveston County, TX",2010,,"147,321","133,867","13,454",9.1
CN4816900000000,48,169,"Garza County, TX",2010,,"2,143","2,017",126,5.9
CN4817100000000,48,171,"Gillespie County, TX",2010,,"12,199","11,533",666,5.5
CN4817300000000,48,173,"Glasscock County, TX",2010,,704,670,34,4.8
CN4817500000000,48,175,"Goliad County, TX",2010,,"3,356","3,108",248,7.4
CN4817700000000,48,177,"Gonzales County, TX",2010,,"9,304","8,670",634,6.8
CN4817900000000,48,179,"Gray County, TX",2010,,"9,282","8,485",797,8.6
CN4818100000000,48,181,"Grayson County, TX",2010,,"59,489","54,620","4,869",8.2
CN4818300000000,48,183,"Gregg County, TX",2010,,"60,363","55,568","4,795",7.9
CN4818500000000,48,185,"Grimes County, TX",2010,,"11,320","10,312","1,008",8.9
CN4818700000000,48,187,"Guadalupe County, TX",2010,,"64,924","60,560","4,364",6.7
CN4818900000000,48,189,"Hale County, TX",2010,,"16,180","14,982","1,198",7.4
CN4819100000000,48,191,"Hall County, TX",2010,,"1,421","1,292",129,9.1
CN4819300000000,48,193,"Hamilton County, TX",2010,,"3,939","3,671",268,6.8
CN4819500000000,48,195,"Hansford County, TX",2010,,"3,030","2,899",131,4.3
CN4819700000000,48,197,"Hardeman County, TX",2010,,"1,941","1,780",161,8.3
CN4819900000000,48,199,"Hardin County, TX",2010,,"25,839","23,282","2,557",9.9
CN4820100000000,48,201,"Harris County, TX",2010,,"2,064,026","1,892,849","171,177",8.3
CN4820300000000,48,203,"Harrison County, TX",2010,,"30,822","27,934","2,888",9.4
CN4820500000000,48,205,"Hartley County, TX",2010,,"2,695","2,583",112,4.2
CN4820700000000,48,207,"Haskell County, TX",2010,,"2,994","2,831",163,5.4
CN4820900000000,48,209,"Hays County, TX",2010,,"80,387","74,737","5,650",7
CN4821100000000,48,211,"Hemphill County, TX",2010,,"2,130","2,046",84,3.9
CN4821300000000,48,213,"Henderson County, TX",2010,,"34,752","31,691","3,061",8.8
CN4821500000000,48,215,"Hidalgo County, TX",2010,,"318,302","280,884","37,418",11.8
CN4821700000000,48,217,"Hill County, TX",2010,,"15,940","14,604","1,336",8.4
CN4821900000000,48,219,"Hockley County, TX",2010,,"11,030","10,252",778,7.1
CN4822100000000,48,221,"Hood County, TX",2010,,"23,352","21,363","1,989",8.5
CN4822300000000,48,223,"Hopkins County, TX",2010,,"16,624","15,386","1,238",7.4
CN4822500000000,48,225,"Houston County, TX",2010,,"10,538","9,730",808,7.7
CN4822700000000,48,227,"Howard County, TX",2010,,"13,223","12,275",948,7.2
CN4822900000000,48,229,"Hudspeth County, TX",2010,,"1,413","1,301",112,7.9
CN4823100000000,48,231,"Hunt County, TX",2010,,"38,126","34,732","3,394",8.9
CN4823300000000,48,233,"Hutchinson County, TX",2010,,"9,707","8,887",820,8.4
CN4823500000000,48,235,"Irion County, TX",2010,,873,827,46,5.3
CN4823700000000,48,237,"Jack County, TX",2010,,"3,664","3,377",287,7.8
CN4823900000000,48,239,"Jackson County, TX",2010,,"7,131","6,629",502,7
CN4824100000000,48,241,"Jasper County, TX",2010,,"14,841","13,004","1,837",12.4
CN4824300000000,48,243,"Jeff Davis County, TX",2010,,"1,273","1,210",63,4.9
CN4824500000000,48,245,"Jefferson County, TX",2010,,"113,217","100,371","12,846",11.3
CN4824700000000,48,247,"Jim Hogg County, TX",2010,,"2,329","2,089",240,10.3
CN4824900000000,48,249,"Jim Wells County, TX",2010,,"18,257","16,437","1,820",10
CN4825100000000,48,251,"Johnson County, TX",2010,,"71,940","65,703","6,237",8.7
CN4825300000000,48,253,"Jones County, TX",2010,,"6,161","5,621",540,8.8
CN4825500000000,48,255,"Karnes County, TX",2010,,"4,869","4,427",442,9.1
CN4825700000000,48,257,"Kaufman County, TX",2010,,"50,807","46,496","4,311",8.5
CN4825900000000,48,259,"Kendall County, TX",2010,,"16,412","15,391","1,021",6.2
CN4826100000000,48,261,"Kenedy County, TX",2010,,219,204,15,6.8
CN4826300000000,48,263,"Kent County, TX",2010,,559,532,27,4.8
CN4826500000000,48,265,"Kerr County, TX",2010,,"21,919","20,457","1,462",6.7
CN4826700000000,48,267,"Kimble County, TX",2010,,"2,276","2,140",136,6
CN4826900000000,48,269,"King County, TX",2010,,278,266,12,4.3
CN4827100000000,48,271,"Kinney County, TX",2010,,"1,270","1,128",142,11.2
CN4827300000000,48,273,"Kleberg County, TX",2010,,"15,030","13,774","1,256",8.4
CN4827500000000,48,275,"Knox County, TX",2010,,"1,909","1,797",112,5.9
CN4827700000000,48,277,"Lamar County, TX",2010,,"23,300","21,135","2,165",9.3
CN4827900000000,48,279,"Lamb County, TX",2010,,"6,797","6,283",514,7.6
CN4828100000000,48,281,"Lampasas County, TX",2010,,"9,020","8,379",641,7.1
CN4828300000000,48,283,"La Salle County, TX",2010,,"2,722","2,479",243,8.9
CN4828500000000,48,285,"Lavaca County, TX",2010,,"9,703","9,033",670,6.9
CN4828700000000,48,287,"Lee County, TX",2010,,"8,227","7,631",596,7.2
CN4828900000000,48,289,"Leon County, TX",2010,,"7,263","6,620",643,8.9
CN4829100000000,48,291,"Liberty County, TX",2010,,"30,614","27,040","3,574",11.7
CN4829300000000,48,293,"Limestone County, TX",2010,,"9,938","9,155",783,7.9
CN4829500000000,48,295,"Lipscomb County, TX",2010,,"1,665","1,567",98,5.9
CN4829700000000,48,297,"Live Oak County, TX",2010,,"4,631","4,292",339,7.3
CN4829900000000,48,299,"Llano County, TX",2010,,"7,994","7,350",644,8.1
CN4830100000000,48,301,"Loving County, TX",2010,,71,67,4,5.6
CN4830300000000,48,303,"Lubbock County, TX",2010,,"143,339","134,372","8,967",6.3
CN4830500000000,48,305,"Lynn County, TX",2010,,"3,069","2,867",202,6.6
CN4830700000000,48,307,"McCulloch County, TX",2010,,"4,097","3,810",287,7
CN4830900000000,48,309,"McLennan County, TX",2010,,"112,900","104,593","8,307",7.4
CN4831100000000,48,311,"McMullen County, TX",2010,,487,466,21,4.3
CN4831300000000,48,313,"Madison County, TX",2010,,"4,753","4,353",400,8.4
CN4831500000000,48,315,"Marion County, TX",2010,,"4,503","3,972",531,11.8
CN4831700000000,48,317,"Martin County, TX",2010,,"2,196","2,064",132,6
CN4831900000000,48,319,"Mason County, TX",2010,,"1,991","1,866",125,6.3
CN4832100000000,48,321,"Matagorda County, TX",2010,,"18,158","16,075","2,083",11.5
CN4832300000000,48,323,"Maverick County, TX",2010,,"23,525","19,959","3,566",15.2
CN4832500000000,48,325,"Medina County, TX",2010,,"20,017","18,509","1,508",7.5
CN4832700000000,48,327,"Menard County, TX",2010,,"1,004",930,74,7.4
CN4832900000000,48,329,"Midland County, TX",2010,,"71,331","67,155","4,176",5.9
CN4833100000000,48,331,"Milam County, TX",2010,,"10,539","9,362","1,177",11.2
CN4833300000000,48,333,"Mills County, TX",2010,,"2,190","2,051",139,6.3
CN4833500000000,48,335,"Mitchell County, TX",2010,,"2,971","2,727",244,8.2
CN4833700000000,48,337,"Montague County, TX",2010,,"9,424","8,670",754,8
CN4833900000000,48,339,"Montgomery County, TX",2010,,"224,426","207,496","16,930",7.5
CN4834100000000,48,341,"Moore County, TX",2010,,"11,549","10,930",619,5.4
CN4834300000000,48,343,"Morris County, TX",2010,,"5,769","4,975",794,13.8
CN4834500000000,48,345,"Motley County, TX",2010,,624,585,39,6.3
CN4834700000000,48,347,"Nacogdoches County, TX",2010,,"30,782","28,593","2,189",7.1
CN4834900000000,48,349,"Navarro County, TX",2010,,"22,776","20,878","1,898",8.3
CN4835100000000,48,351,"Newton County, TX",2010,,"5,939","5,185",754,12.7
CN4835300000000,48,353,"Nolan County, TX",2010,,"7,331","6,781",550,7.5
CN4835500000000,48,355,"Nueces County, TX",2010,,"162,502","149,312","13,190",8.1
CN4835700000000,48,357,"Ochiltree County, TX",2010,,"4,868","4,580",288,5.9
CN4835900000000,48,359,"Oldham County, TX",2010,,961,917,44,4.6
CN4836100000000,48,361,"Orange County, TX",2010,,"38,466","33,983","4,483",11.7
CN4836300000000,48,363,"Palo Pinto County, TX",2010,,"13,254","12,111","1,143",8.6
CN4836500000000,48,365,"Panola County, TX",2010,,"11,404","10,373","1,031",9
CN4836700000000,48,367,"Parker County, TX",2010,,"56,408","52,113","4,295",7.6
CN4836900000000,48,369,"Parmer County, TX",2010,,"5,353","5,117",236,4.4
CN4837100000000,48,371,"Pecos County, TX",2010,,"7,180","6,653",527,7.3
CN4837300000000,48,373,"Polk County, TX",2010,,"17,563","15,861","1,702",9.7
CN4837500000000,48,375,"Potter County, TX",2010,,"58,038","54,385","3,653",6.3
CN4837700000000,48,377,"Presidio County, TX",2010,,"3,743","3,052",691,18.5
CN4837900000000,48,379,"Rains County, TX",2010,,"5,166","4,712",454,8.8
CN4838100000000,48,381,"Randall County, TX",2010,,"66,245","62,819","3,426",5.2
CN4838300000000,48,383,"Reagan County, TX",2010,,"1,912","1,806",106,5.5
CN4838500000000,48,385,"Real County, TX",2010,,"1,137","1,033",104,9.1
CN4838700000000,48,387,"Red River County, TX",2010,,"5,580","4,936",644,11.5
CN4838900000000,48,389,"Reeves County, TX",2010,,"5,748","5,239",509,8.9
CN4839100000000,48,391,"Refugio County, TX",2010,,"3,328","3,037",291,8.7
CN4839300000000,48,393,"Roberts County, TX",2010,,480,454,26,5.4
CN4839500000000,48,395,"Robertson County, TX",2010,,"7,561","6,865",696,9.2
CN4839700000000,48,397,"Rockwall County, TX",2010,,"39,439","36,524","2,915",7.4
CN4839900000000,48,399,"Runnels County, TX",2010,,"5,129","4,702",427,8.3
CN4840100000000,48,401,"Rusk County, TX",2010,,"23,961","22,091","1,870",7.8
CN4840300000000,48,403,"Sabine County, TX",2010,,"3,654","3,058",596,16.3
CN4840500000000,48,405,"San Augustine County, TX",2010,,"3,193","2,779",414,13
CN4840700000000,48,407,"San Jacinto County, TX",2010,,"11,230","10,110","1,120",10
CN4840900000000,48,409,"San Patricio County, TX",2010,,"30,434","27,243","3,191",10.5
CN4841100000000,48,411,"San Saba County, TX",2010,,"2,559","2,401",158,6.2
CN4841300000000,48,413,"Schleicher County, TX",2010,,"1,634","1,510",124,7.6
CN4841500000000,48,415,"Scurry County, TX",2010,,"7,101","6,619",482,6.8
CN4841700000000,48,417,"Shackelford County, TX",2010,,"1,904","1,798",106,5.6
CN4841900000000,48,419,"Shelby County, TX",2010,,"11,839","10,837","1,002",8.5
CN4842100000000,48,421,"Sherman County, TX",2010,,"1,555","1,484",71,4.6
CN4842300000000,48,423,"Smith County, TX",2010,,"101,151","93,110","8,041",7.9
CN4842500000000,48,425,"Somervell County, TX",2010,,"4,043","3,721",322,8
CN4842700000000,48,427,"Starr County, TX",2010,,"26,074","21,565","4,509",17.3
CN4842900000000,48,429,"Stephens County, TX",2010,,"4,245","3,928",317,7.5
CN4843100000000,48,431,"Sterling County, TX",2010,,675,643,32,4.7
CN4843300000000,48,433,"Stonewall County, TX",2010,,746,703,43,5.8
CN4843500000000,48,435,"Sutton County, TX",2010,,"1,990","1,799",191,9.6
CN4843700000000,48,437,"Swisher County, TX",2010,,"3,182","2,973",209,6.6
CN4843900000000,48,439,"Tarrant County, TX",2010,,"924,951","849,576","75,375",8.1
CN4844100000000,48,441,"Taylor County, TX",2010,,"64,285","59,931","4,354",6.8
CN4844300000000,48,443,"Terrell County, TX",2010,,501,467,34,6.8
CN4844500000000,48,445,"Terry County, TX",2010,,"5,756","5,328",428,7.4
CN4844700000000,48,447,"Throckmorton County, TX",2010,,877,824,53,6
CN4844900000000,48,449,"Titus County, TX",2010,,"13,988","12,795","1,193",8.5
CN4845100000000,48,451,"Tom Green County, TX",2010,,"52,595","49,149","3,446",6.6
CN4845300000000,48,453,"Travis County, TX",2010,,"575,630","536,660","38,970",6.8
CN4845500000000,48,455,"Trinity County, TX",2010,,"5,783","5,232",551,9.5
CN4845700000000,48,457,"Tyler County, TX",2010,,"7,904","6,973",931,11.8
CN4845900000000,48,459,"Upshur County, TX",2010,,"18,283","16,675","1,608",8.8
CN4846100000000,48,461,"Upton County, TX",2010,,"1,552","1,457",95,6.1
CN4846300000000,48,463,"Uvalde County, TX",2010,,"11,826","10,769","1,057",8.9
CN4846500000000,48,465,"Val Verde County, TX",2010,,"20,619","18,704","1,915",9.3
CN4846700000000,48,467,"Van Zandt County, TX",2010,,"23,601","21,620","1,981",8.4
CN4846900000000,48,469,"Victoria County, TX",2010,,"43,079","39,778","3,301",7.7
CN4847100000000,48,471,"Walker County, TX",2010,,"23,234","21,436","1,798",7.7
CN4847300000000,48,473,"Waller County, TX",2010,,"19,960","18,234","1,726",8.6
CN4847500000000,48,475,"Ward County, TX",2010,,"4,631","4,239",392,8.5
CN4847700000000,48,477,"Washington County, TX",2010,,"15,561","14,439","1,122",7.2
CN4847900000000,48,479,"Webb County, TX",2010,,"105,016","96,364","8,652",8.2
CN4848100000000,48,481,"Wharton County, TX",2010,,"21,279","19,431","1,848",8.7
CN4848300000000,48,483,"Wheeler County, TX",2010,,"2,732","2,565",167,6.1
CN4848500000000,48,485,"Wichita County, TX",2010,,"59,280","54,681","4,599",7.8
CN4848700000000,48,487,"Wilbarger County, TX",2010,,"6,140","5,657",483,7.9
CN4848900000000,48,489,"Willacy County, TX",2010,,"7,781","6,656","1,125",14.5
CN4849100000000,48,491,"Williamson County, TX",2010,,"222,584","206,458","16,126",7.2
CN4849300000000,48,493,"Wilson County, TX",2010,,"21,235","19,785","1,450",6.8
CN4849500000000,48,495,"Winkler County, TX",2010,,"2,898","2,632",266,9.2
CN4849700000000,48,497,"Wise County, TX",2010,,"27,668","25,269","2,399",8.7
CN4849900000000,48,499,"Wood County, TX",2010,,"16,969","15,432","1,537",9.1
CN4850100000000,48,501,"Yoakum County, TX",2010,,"3,690","3,433",257,7
CN4850300000000,48,503,"Young County, TX",2010,,"8,646","7,982",664,7.7
CN4850500000000,48,505,"Zapata County, TX",2010,,"5,761","5,162",599,10.4
CN4850700000000,48,507,"Zavala County, TX",2010,,"4,557","3,924",633,13.9
CN4900100000000,49,1,"Beaver County, UT",2010,,"3,157","2,843",314,9.9
CN4900300000000,49,3,"Box Elder County, UT",2010,,"23,644","21,640","2,004",8.5
CN4900500000000,49,5,"Cache County, UT",2010,,"57,249","53,768","3,481",6.1
CN4900700000000,49,7,"Carbon County, UT",2010,,"9,910","9,057",853,8.6
CN4900900000000,49,9,"Daggett County, UT",2010,,495,459,36,7.3
CN4901100000000,49,11,"Davis County, UT",2010,,"146,959","136,698","10,261",7
CN4901300000000,49,13,"Duchesne County, UT",2010,,"8,166","7,385",781,9.6
CN4901500000000,49,15,"Emery County, UT",2010,,"5,290","4,906",384,7.3
CN4901700000000,49,17,"Garfield County, UT",2010,,"3,074","2,760",314,10.2
CN4901900000000,49,19,"Grand County, UT",2010,,"5,323","4,764",559,10.5
CN4902100000000,49,21,"Iron County, UT",2010,,"20,414","18,457","1,957",9.6
CN4902300000000,49,23,"Juab County, UT",2010,,"4,612","4,191",421,9.1
CN4902500000000,49,25,"Kane County, UT",2010,,"3,561","3,278",283,7.9
CN4902700000000,49,27,"Millard County, UT",2010,,"6,421","6,023",398,6.2
CN4902900000000,49,29,"Morgan County, UT",2010,,"4,274","3,980",294,6.9
CN4903100000000,49,31,"Piute County, UT",2010,,572,514,58,10.1
CN4903300000000,49,33,"Rich County, UT",2010,,"1,039",964,75,7.2
CN4903500000000,49,35,"Salt Lake County, UT",2010,,"548,378","506,309","42,069",7.7
CN4903700000000,49,37,"San Juan County, UT",2010,,"6,087","5,424",663,10.9
CN4903900000000,49,39,"Sanpete County, UT",2010,,"11,461","10,426","1,035",9
CN4904100000000,49,41,"Sevier County, UT",2010,,"9,727","8,917",810,8.3
CN4904300000000,49,43,"Summit County, UT",2010,,"20,857","19,313","1,544",7.4
CN4904500000000,49,45,"Tooele County, UT",2010,,"27,454","25,163","2,291",8.3
CN4904700000000,49,47,"Uintah County, UT",2010,,"15,189","13,896","1,293",8.5
CN4904900000000,49,49,"Utah County, UT",2010,,"229,820","212,729","17,091",7.4
CN4905100000000,49,51,"Wasatch County, UT",2010,,"11,360","10,405",955,8.4
CN4905300000000,49,53,"Washington County, UT",2010,,"56,776","50,821","5,955",10.5
CN4905500000000,49,55,"Wayne County, UT",2010,,"1,576","1,441",135,8.6
CN4905700000000,49,57,"Weber County, UT",2010,,"113,259","103,288","9,971",8.8
CN5000100000000,50,1,"Addison County, VT",2010,,"21,241","20,005","1,236",5.8
CN5000300000000,50,3,"Bennington County, VT",2010,,"20,339","18,932","1,407",6.9
CN5000500000000,50,5,"Caledonia County, VT",2010,,"16,785","15,649","1,136",6.8
CN5000700000000,50,7,"Chittenden County, VT",2010,,"94,581","90,040","4,541",4.8
CN5000900000000,50,9,"Essex County, VT",2010,,"3,171","2,855",316,10
CN5001100000000,50,11,"Franklin County, VT",2010,,"27,686","26,107","1,579",5.7
CN5001300000000,50,13,"Grand Isle County, VT",2010,,"4,134","3,848",286,6.9
CN5001500000000,50,15,"Lamoille County, VT",2010,,"14,496","13,392","1,104",7.6
CN5001700000000,50,17,"Orange County, VT",2010,,"16,725","15,743",982,5.9
CN5001900000000,50,19,"Orleans County, VT",2010,,"14,213","12,948","1,265",8.9
CN5002100000000,50,21,"Rutland County, VT",2010,,"33,590","31,105","2,485",7.4
CN5002300000000,50,23,"Washington County, VT",2010,,"35,117","33,049","2,068",5.9
CN5002500000000,50,25,"Windham County, VT",2010,,"25,435","23,873","1,562",6.1
CN5002700000000,50,27,"Windsor County, VT",2010,,"31,889","29,942","1,947",6.1
CN5100100000000,51,1,"Accomack County, VA",2010,,"16,805","15,479","1,326",7.9
CN5100300000000,51,3,"Albemarle County, VA",2010,,"50,987","47,937","3,050",6
CN5100500000000,51,5,"Alleghany County, VA",2010,,"7,951","7,264",687,8.6
CN5100700000000,51,7,"Amelia County, VA",2010,,"6,227","5,699",528,8.5
CN5100900000000,51,9,"Amherst County, VA",2010,,"16,352","15,030","1,322",8.1
CN5101100000000,51,11,"Appomattox County, VA",2010,,"7,343","6,711",632,8.6
CN5101300000000,51,13,"Arlington County, VA",2010,,"137,368","131,701","5,667",4.1
CN5101500000000,51,15,"Augusta County, VA",2010,,"37,130","34,481","2,649",7.1
CN5101700000000,51,17,"Bath County, VA",2010,,"2,509","2,320",189,7.5
CN5101900000000,51,19,"Bedford County, VA",2010,,"39,053","36,302","2,751",7
CN5102100000000,51,21,"Bland County, VA",2010,,"2,895","2,646",249,8.6
CN5102300000000,51,23,"Botetourt County, VA",2010,,"17,700","16,559","1,141",6.4
CN5102500000000,51,25,"Brunswick County, VA",2010,,"6,953","6,168",785,11.3
CN5102700000000,51,27,"Buchanan County, VA",2010,,"8,326","7,497",829,10
CN5102900000000,51,29,"Buckingham County, VA",2010,,"6,568","5,868",700,10.7
CN5103100000000,51,31,"Campbell County, VA",2010,,"27,756","25,614","2,142",7.7
CN5103300000000,51,33,"Caroline County, VA",2010,,"14,342","12,972","1,370",9.6
CN5103500000000,51,35,"Carroll County, VA",2010,,"14,004","12,388","1,616",11.5
CN5103600000000,51,36,"Charles City County, VA",2010,,"3,901","3,527",374,9.6
CN5103700000000,51,37,"Charlotte County, VA",2010,,"5,356","4,820",536,10
CN5104100000000,51,41,"Chesterfield County, VA",2010,,"168,602","156,307","12,295",7.3
CN5104300000000,51,43,"Clarke County, VA",2010,,"7,695","7,181",514,6.7
CN5104500000000,51,45,"Craig County, VA",2010,,"2,441","2,247",194,7.9
CN5104700000000,51,47,"Culpeper County, VA",2010,,"23,263","21,591","1,672",7.2
CN5104900000000,51,49,"Cumberland County, VA",2010,,"4,523","4,141",382,8.4
CN5105100000000,51,51,"Dickenson County, VA",2010,,"5,513","4,934",579,10.5
CN5105300000000,51,53,"Dinwiddie County, VA",2010,,"13,566","12,367","1,199",8.8
CN5105700000000,51,57,"Essex County, VA",2010,,"5,715","5,196",519,9.1
CN5105900000000,51,59,"Fairfax County, VA",2010,,"610,521","579,499","31,022",5.1
CN5106100000000,51,61,"Fauquier County, VA",2010,,"35,763","33,552","2,211",6.2
CN5106300000000,51,63,"Floyd County, VA",2010,,"8,134","7,567",567,7
CN5106500000000,51,65,"Fluvanna County, VA",2010,,"13,078","12,253",825,6.3
CN5106700000000,51,67,"Franklin County, VA",2010,,"27,622","25,216","2,406",8.7
CN5106900000000,51,69,"Frederick County, VA",2010,,"41,981","38,832","3,149",7.5
CN5107100000000,51,71,"Giles County, VA",2010,,"8,302","7,507",795,9.6
CN5107300000000,51,73,"Gloucester County, VA",2010,,"19,553","18,219","1,334",6.8
CN5107500000000,51,75,"Goochland County, VA",2010,,"10,483","9,733",750,7.2
CN5107700000000,51,77,"Grayson County, VA",2010,,"7,373","6,455",918,12.5
CN5107900000000,51,79,"Greene County, VA",2010,,"9,655","9,007",648,6.7
CN5108100000000,51,81,"Greensville County, VA",2010,,"4,562","4,124",438,9.6
CN5108300000000,51,83,"Halifax County, VA",2010,,"16,686","14,651","2,035",12.2
CN5108500000000,51,85,"Hanover County, VA",2010,,"54,430","50,855","3,575",6.6
CN5108700000000,51,87,"Henrico County, VA",2010,,"167,701","155,452","12,249",7.3
CN5108900000000,51,89,"Henry County, VA",2010,,"24,007","20,467","3,540",14.7
CN5109100000000,51,91,"Highland County, VA",2010,,"1,445","1,355",90,6.2
CN5109300000000,51,93,"Isle of Wight County, VA",2010,,"18,800","17,458","1,342",7.1
CN5109500000000,51,95,"James City County, VA",2010,,"32,243","30,205","2,038",6.3
CN5109700000000,51,97,"King and Queen County, VA",2010,,"3,592","3,302",290,8.1
CN5109900000000,51,99,"King George County, VA",2010,,"11,413","10,573",840,7.4
CN5110100000000,51,101,"King William County, VA",2010,,"8,656","8,011",645,7.5
CN5110300000000,51,103,"Lancaster County, VA",2010,,"5,570","5,024",546,9.8
CN5110500000000,51,105,"Lee County, VA",2010,,"10,127","9,325",802,7.9
CN5110700000000,51,107,"Loudoun County, VA",2010,,"175,439","166,487","8,952",5.1
CN5110900000000,51,109,"Louisa County, VA",2010,,"17,858","16,513","1,345",7.5
CN5111100000000,51,111,"Lunenburg County, VA",2010,,"5,547","5,020",527,9.5
CN5111300000000,51,113,"Madison County, VA",2010,,"7,169","6,717",452,6.3
CN5111500000000,51,115,"Mathews County, VA",2010,,"4,224","3,956",268,6.3
CN5111700000000,51,117,"Mecklenburg County, VA",2010,,"14,158","12,552","1,606",11.3
CN5111900000000,51,119,"Middlesex County, VA",2010,,"5,160","4,789",371,7.2
CN5112100000000,51,121,"Montgomery County, VA",2010,,"47,497","44,140","3,357",7.1
CN5112500000000,51,125,"Nelson County, VA",2010,,"7,574","7,034",540,7.1
CN5112700000000,51,127,"New Kent County, VA",2010,,"10,294","9,550",744,7.2
CN5113100000000,51,131,"Northampton County, VA",2010,,"6,335","5,799",536,8.5
CN5113300000000,51,133,"Northumberland County, VA",2010,,"6,150","5,617",533,8.7
CN5113500000000,51,135,"Nottoway County, VA",2010,,"6,859","6,338",521,7.6
CN5113700000000,51,137,"Orange County, VA",2010,,"15,456","14,178","1,278",8.3
CN5113900000000,51,139,"Page County, VA",2010,,"12,336","10,900","1,436",11.6
CN5114100000000,51,141,"Patrick County, VA",2010,,"8,321","7,265","1,056",12.7
CN5114300000000,51,143,"Pittsylvania County, VA",2010,,"30,911","27,543","3,368",10.9
CN5114500000000,51,145,"Powhatan County, VA",2010,,"13,510","12,557",953,7.1
CN5114700000000,51,147,"Prince Edward County, VA",2010,,"10,279","9,284",995,9.7
CN5114900000000,51,149,"Prince George County, VA",2010,,"13,962","12,838","1,124",8.1
CN5115300000000,51,153,"Prince William County, VA",2010,,"218,394","205,097","13,297",6.1
CN5115500000000,51,155,"Pulaski County, VA",2010,,"16,975","15,091","1,884",11.1
CN5115700000000,51,157,"Rappahannock County, VA",2010,,"4,025","3,771",254,6.3
CN5115900000000,51,159,"Richmond County, VA",2010,,"4,366","4,058",308,7.1
CN5116100000000,51,161,"Roanoke County, VA",2010,,"49,258","46,137","3,121",6.3
CN5116300000000,51,163,"Rockbridge County, VA",2010,,"11,142","10,303",839,7.5
CN5116500000000,51,165,"Rockingham County, VA",2010,,"40,373","37,656","2,717",6.7
CN5116700000000,51,167,"Russell County, VA",2010,,"12,081","10,844","1,237",10.2
CN5116900000000,51,169,"Scott County, VA",2010,,"10,072","9,219",853,8.5
CN5117100000000,51,171,"Shenandoah County, VA",2010,,"20,831","19,117","1,714",8.2
CN5117300000000,51,173,"Smyth County, VA",2010,,"13,707","12,046","1,661",12.1
CN5117500000000,51,175,"Southampton County, VA",2010,,"9,495","8,679",816,8.6
CN5117700000000,51,177,"Spotsylvania County, VA",2010,,"63,357","58,922","4,435",7
CN5117900000000,51,179,"Stafford County, VA",2010,,"63,904","59,748","4,156",6.5
CN5118100000000,51,181,"Surry County, VA",2010,,"3,694","3,363",331,9
CN5118300000000,51,183,"Sussex County, VA",2010,,"4,281","3,792",489,11.4
CN5118500000000,51,185,"Tazewell County, VA",2010,,"18,394","16,779","1,615",8.8
CN5118700000000,51,187,"Warren County, VA",2010,,"20,103","18,480","1,623",8.1
CN5119100000000,51,191,"Washington County, VA",2010,,"27,416","25,239","2,177",7.9
CN5119300000000,51,193,"Westmoreland County, VA",2010,,"9,178","8,436",742,8.1
CN5119500000000,51,195,"Wise County, VA",2010,,"16,977","15,561","1,416",8.3
CN5119700000000,51,197,"Wythe County, VA",2010,,"14,277","12,687","1,590",11.1
CN5119900000000,51,199,"York County, VA",2010,,"31,289","29,377","1,912",6.1
CN5151000000000,51,510,"Alexandria city, VA",2010,,"90,361","85,915","4,446",4.9
CN5152000000000,51,520,"Bristol city, VA",2010,,"7,977","7,274",703,8.8
