LAUS,state_fips,county_fips,county,year,,Labor,Employed,Unemployed,unemploy_rate
CN4816900000000,48,169,"Garza County, TX",2011,,"2,225","2,091",134,6
CN4817100000000,48,171,"Gillespie County, TX",2011,,"12,447","11,785",662,5.3
CN4817300000000,48,173,"Glasscock County, TX",2011,,748,716,32,4.3
CN4817500000000,48,175,"Goliad County, TX",2011,,"3,377","3,158",219,6.5
CN4817700000000,48,177,"Gonzales County, TX",2011,,"9,474","8,891",583,6.2
CN4817900000000,48,179,"Gray County, TX",2011,,"9,634","8,979",655,6.8
CN4818100000000,48,181,"Grayson County, TX",2011,,"60,176","55,436","4,740",7.9
CN4818300000000,48,183,"Gregg County, TX",2011,,"61,082","56,722","4,360",7.1
CN4818500000000,48,185,"Grimes County, TX",2011,,"11,618","10,714",904,7.8
CN4818700000000,48,187,"Guadalupe County, TX",2011,,"66,766","62,439","4,327",6.5
CN4818900000000,48,189,"Hale County, TX",2011,,"16,238","15,023","1,215",7.5
CN4819100000000,48,191,"Hall County, TX",2011,,"1,401","1,279",122,8.7
CN4819300000000,48,193,"Hamilton County, TX",2011,,"3,880","3,634",246,6.3
CN4819500000000,48,195,"Hansford County, TX",2011,,"3,047","2,923",124,4.1
CN4819700000000,48,197,"Hardeman County, TX",2011,,"1,873","1,743",130,6.9
CN4819900000000,48,199,"Hardin County, TX",2011,,"26,253","23,766","2,487",9.5
CN4820100000000,48,201,"Harris County, TX",2011,,"2,110,507","1,944,945","165,562",7.8
CN4820300000000,48,203,"Harrison County, TX",2011,,"31,521","28,848","2,673",8.5
CN4820500000000,48,205,"Hartley County, TX",2011,,"2,813","2,702",111,3.9
CN4820700000000,48,207,"Haskell County, TX",2011,,"3,039","2,876",163,5.4
CN4820900000000,48,209,"Hays County, TX",2011,,"83,333","77,746","5,587",6.7
CN4821100000000,48,211,"Hemphill County, TX",2011,,"2,390","2,307",83,3.5
CN4821300000000,48,213,"Henderson County, TX",2011,,"35,053","32,068","2,985",8.5
CN4821500000000,48,215,"Hidalgo County, TX",2011,,"326,443","288,558","37,885",11.6
CN4821700000000,48,217,"Hill County, TX",2011,,"15,891","14,582","1,309",8.2
CN4821900000000,48,219,"Hockley County, TX",2011,,"11,360","10,641",719,6.3
CN4822100000000,48,221,"Hood County, TX",2011,,"23,627","21,752","1,875",7.9
CN4822300000000,48,223,"Hopkins County, TX",2011,,"16,864","15,625","1,239",7.3
CN4822500000000,48,225,"Houston County, TX",2011,,"10,660","9,830",830,7.8
CN4822700000000,48,227,"Howard County, TX",2011,,"13,256","12,390",866,6.5
CN4822900000000,48,229,"Hudspeth County, TX",2011,,"1,388","1,277",111,8
CN4823100000000,48,231,"Hunt County, TX",2011,,"38,438","35,040","3,398",8.8
CN4823300000000,48,233,"Hutchinson County, TX",2011,,"9,914","9,132",782,7.9
CN4823500000000,48,235,"Irion County, TX",2011,,877,830,47,5.4
CN4823700000000,48,237,"Jack County, TX",2011,,"3,715","3,457",258,6.9
CN4823900000000,48,239,"Jackson County, TX",2011,,"7,355","6,897",458,6.2
CN4824100000000,48,241,"Jasper County, TX",2011,,"15,035","13,180","1,855",12.3
CN4824300000000,48,243,"Jeff Davis County, TX",2011,,"1,251","1,189",62,5
CN4824500000000,48,245,"Jefferson County, TX",2011,,"115,463","102,305","13,158",11.4
CN4824700000000,48,247,"Jim Hogg County, TX",2011,,"2,330","2,129",201,8.6
CN4824900000000,48,249,"Jim Wells County, TX",2011,,"19,762","18,201","1,561",7.9
CN4825100000000,48,251,"Johnson County, TX",2011,,"72,762","67,105","5,657",7.8
CN4825300000000,48,253,"Jones County, TX",2011,,"6,138","5,630",508,8.3
CN4825500000000,48,255,"Karnes County, TX",2011,,"4,887","4,508",379,7.8
CN4825700000000,48,257,"Kaufman County, TX",2011,,"51,525","47,390","4,135",8
CN4825900000000,48,259,"Kendall County, TX",2011,,"16,921","15,894","1,027",6.1
CN4826100000000,48,261,"Kenedy County, TX",2011,,238,223,15,6.3
CN4826300000000,48,263,"Kent County, TX",2011,,554,528,26,4.7
CN4826500000000,48,265,"Kerr County, TX",2011,,"21,830","20,375","1,455",6.7
CN4826700000000,48,267,"Kimble County, TX",2011,,"2,234","2,095",139,6.2
CN4826900000000,48,269,"King County, TX",2011,,288,277,11,3.8
CN4827100000000,48,271,"Kinney County, TX",2011,,"1,271","1,142",129,10.1
CN4827300000000,48,273,"Kleberg County, TX",2011,,"15,389","14,156","1,233",8
CN4827500000000,48,275,"Knox County, TX",2011,,"1,906","1,796",110,5.8
CN4827700000000,48,277,"Lamar County, TX",2011,,"23,383","21,095","2,288",9.8
CN4827900000000,48,279,"Lamb County, TX",2011,,"6,730","6,221",509,7.6
CN4828100000000,48,281,"Lampasas County, TX",2011,,"9,139","8,448",691,7.6
CN4828300000000,48,283,"La Salle County, TX",2011,,"3,136","2,926",210,6.7
CN4828500000000,48,285,"Lavaca County, TX",2011,,"9,621","9,049",572,5.9
CN4828700000000,48,287,"Lee County, TX",2011,,"8,870","8,297",573,6.5
CN4828900000000,48,289,"Leon County, TX",2011,,"7,158","6,537",621,8.7
CN4829100000000,48,291,"Liberty County, TX",2011,,"30,785","27,372","3,413",11.1
CN4829300000000,48,293,"Limestone County, TX",2011,,"9,576","8,783",793,8.3
CN4829500000000,48,295,"Lipscomb County, TX",2011,,"1,743","1,663",80,4.6
CN4829700000000,48,297,"Live Oak County, TX",2011,,"5,234","4,923",311,5.9
CN4829900000000,48,299,"Llano County, TX",2011,,"8,014","7,394",620,7.7
CN4830100000000,48,301,"Loving County, TX",2011,,66,62,4,6.1
CN4830300000000,48,303,"Lubbock County, TX",2011,,"145,820","137,065","8,755",6
CN4830500000000,48,305,"Lynn County, TX",2011,,"3,084","2,881",203,6.6
CN4830700000000,48,307,"McCulloch County, TX",2011,,"4,360","4,102",258,5.9
CN4830900000000,48,309,"McLennan County, TX",2011,,"113,365","104,945","8,420",7.4
CN4831100000000,48,311,"McMullen County, TX",2011,,660,640,20,3
CN4831300000000,48,313,"Madison County, TX",2011,,"4,682","4,295",387,8.3
CN4831500000000,48,315,"Marion County, TX",2011,,"4,423","3,962",461,10.4
CN4831700000000,48,317,"Martin County, TX",2011,,"2,351","2,220",131,5.6
CN4831900000000,48,319,"Mason County, TX",2011,,"1,965","1,847",118,6
CN4832100000000,48,321,"Matagorda County, TX",2011,,"17,794","15,732","2,062",11.6
CN4832300000000,48,323,"Maverick County, TX",2011,,"23,914","20,560","3,354",14
CN4832500000000,48,325,"Medina County, TX",2011,,"20,245","18,733","1,512",7.5
CN4832700000000,48,327,"Menard County, TX",2011,,945,877,68,7.2
CN4832900000000,48,329,"Midland County, TX",2011,,"76,676","73,030","3,646",4.8
CN4833100000000,48,331,"Milam County, TX",2011,,"10,409","9,350","1,059",10.2
CN4833300000000,48,333,"Mills County, TX",2011,,"2,173","2,036",137,6.3
CN4833500000000,48,335,"Mitchell County, TX",2011,,"2,943","2,722",221,7.5
CN4833700000000,48,337,"Montague County, TX",2011,,"9,602","8,978",624,6.5
CN4833900000000,48,339,"Montgomery County, TX",2011,,"231,782","215,406","16,376",7.1
CN4834100000000,48,341,"Moore County, TX",2011,,"11,759","11,192",567,4.8
CN4834300000000,48,343,"Morris County, TX",2011,,"5,814","5,116",698,12
CN4834500000000,48,345,"Motley County, TX",2011,,594,553,41,6.9
CN4834700000000,48,347,"Nacogdoches County, TX",2011,,"30,628","28,488","2,140",7
CN4834900000000,48,349,"Navarro County, TX",2011,,"23,085","21,215","1,870",8.1
CN4835100000000,48,351,"Newton County, TX",2011,,"6,040","5,271",769,12.7
CN4835300000000,48,353,"Nolan County, TX",2011,,"7,352","6,837",515,7
CN4835500000000,48,355,"Nueces County, TX",2011,,"164,278","151,227","13,051",7.9
CN4835700000000,48,357,"Ochiltree County, TX",2011,,"5,108","4,862",246,4.8
CN4835900000000,48,359,"Oldham County, TX",2011,,980,938,42,4.3
CN4836100000000,48,361,"Orange County, TX",2011,,"39,187","34,675","4,512",11.5
CN4836300000000,48,363,"Palo Pinto County, TX",2011,,"13,481","12,414","1,067",7.9
CN4836500000000,48,365,"Panola County, TX",2011,,"11,944","10,968",976,8.2
CN4836700000000,48,367,"Parker County, TX",2011,,"57,353","53,403","3,950",6.9
CN4836900000000,48,369,"Parmer County, TX",2011,,"5,292","5,057",235,4.4
CN4837100000000,48,371,"Pecos County, TX",2011,,"7,199","6,767",432,6
CN4837300000000,48,373,"Polk County, TX",2011,,"17,651","16,004","1,647",9.3
CN4837500000000,48,375,"Potter County, TX",2011,,"58,757","55,265","3,492",5.9
CN4837700000000,48,377,"Presidio County, TX",2011,,"3,781","3,207",574,15.2
CN4837900000000,48,379,"Rains County, TX",2011,,"5,168","4,744",424,8.2
CN4838100000000,48,381,"Randall County, TX",2011,,"68,124","64,749","3,375",5
CN4838300000000,48,383,"Reagan County, TX",2011,,"2,018","1,930",88,4.4
CN4838500000000,48,385,"Real County, TX",2011,,"1,136","1,024",112,9.9
CN4838700000000,48,387,"Red River County, TX",2011,,"5,493","4,829",664,12.1
CN4838900000000,48,389,"Reeves County, TX",2011,,"5,543","5,098",445,8
CN4839100000000,48,391,"Refugio County, TX",2011,,"3,419","3,160",259,7.6
CN4839300000000,48,393,"Roberts County, TX",2011,,480,456,24,5
CN4839500000000,48,395,"Robertson County, TX",2011,,"7,544","6,851",693,9.2
CN4839700000000,48,397,"Rockwall County, TX",2011,,"40,616","37,737","2,879",7.1
CN4839900000000,48,399,"Runnels County, TX",2011,,"5,108","4,734",374,7.3
CN4840100000000,48,401,"Rusk County, TX",2011,,"24,286","22,576","1,710",7
CN4840300000000,48,403,"Sabine County, TX",2011,,"3,462","2,917",545,15.7
CN4840500000000,48,405,"San Augustine County, TX",2011,,"3,154","2,708",446,14.1
CN4840700000000,48,407,"San Jacinto County, TX",2011,,"11,367","10,270","1,097",9.7
CN4840900000000,48,409,"San Patricio County, TX",2011,,"30,231","27,295","2,936",9.7
CN4841100000000,48,411,"San Saba County, TX",2011,,"2,522","2,369",153,6.1
CN4841300000000,48,413,"Schleicher County, TX",2011,,"1,699","1,603",96,5.7
CN4841500000000,48,415,"Scurry County, TX",2011,,"7,407","6,987",420,5.7
CN4841700000000,48,417,"Shackelford County, TX",2011,,"2,007","1,912",95,4.7
CN4841900000000,48,419,"Shelby County, TX",2011,,"11,977","10,952","1,025",8.6
CN4842100000000,48,421,"Sherman County, TX",2011,,"1,578","1,506",72,4.6
CN4842300000000,48,423,"Smith County, TX",2011,,"102,136","94,189","7,947",7.8
CN4842500000000,48,425,"Somervell County, TX",2011,,"4,084","3,767",317,7.8
CN4842700000000,48,427,"Starr County, TX",2011,,"26,168","21,930","4,238",16.2
CN4842900000000,48,429,"Stephens County, TX",2011,,"4,440","4,095",345,7.8
CN4843100000000,48,431,"Sterling County, TX",2011,,682,649,33,4.8
CN4843300000000,48,433,"Stonewall County, TX",2011,,746,705,41,5.5
CN4843500000000,48,435,"Sutton County, TX",2011,,"1,947","1,815",132,6.8
CN4843700000000,48,437,"Swisher County, TX",2011,,"3,152","2,940",212,6.7
CN4843900000000,48,439,"Tarrant County, TX",2011,,"950,514","878,726","71,788",7.6
CN4844100000000,48,441,"Taylor County, TX",2011,,"64,678","60,429","4,249",6.6
CN4844300000000,48,443,"Terrell County, TX",2011,,518,486,32,6.2
CN4844500000000,48,445,"Terry County, TX",2011,,"5,853","5,437",416,7.1
CN4844700000000,48,447,"Throckmorton County, TX",2011,,873,812,61,7
CN4844900000000,48,449,"Titus County, TX",2011,,"13,719","12,590","1,129",8.2
CN4845100000000,48,451,"Tom Green County, TX",2011,,"53,262","49,931","3,331",6.3
CN4845300000000,48,453,"Travis County, TX",2011,,"594,040","556,184","37,856",6.4
CN4845500000000,48,455,"Trinity County, TX",2011,,"5,719","5,173",546,9.5
CN4845700000000,48,457,"Tyler County, TX",2011,,"7,842","6,898",944,12
CN4845900000000,48,459,"Upshur County, TX",2011,,"18,615","17,133","1,482",8
CN4846100000000,48,461,"Upton County, TX",2011,,"1,571","1,488",83,5.3
CN4846300000000,48,463,"Uvalde County, TX",2011,,"12,144","11,066","1,078",8.9
CN4846500000000,48,465,"Val Verde County, TX",2011,,"20,461","18,625","1,836",9
CN4846700000000,48,467,"Van Zandt County, TX",2011,,"23,741","21,848","1,893",8
CN4846900000000,48,469,"Victoria County, TX",2011,,"43,741","40,791","2,950",6.7
CN4847100000000,48,471,"Walker County, TX",2011,,"23,171","21,352","1,819",7.9
CN4847300000000,48,473,"Waller County, TX",2011,,"20,344","18,677","1,667",8.2
CN4847500000000,48,475,"Ward County, TX",2011,,"4,940","4,619",321,6.5
CN4847700000000,48,477,"Washington County, TX",2011,,"15,682","14,646","1,036",6.6
CN4847900000000,48,479,"Webb County, TX",2011,,"107,892","99,885","8,007",7.4
CN4848100000000,48,481,"Wharton County, TX",2011,,"21,498","19,723","1,775",8.3
CN4848300000000,48,483,"Wheeler County, TX",2011,,"2,856","2,715",141,4.9
CN4848500000000,48,485,"Wichita County, TX",2011,,"59,026","54,960","4,066",6.9
CN4848700000000,48,487,"Wilbarger County, TX",2011,,"6,039","5,601",438,7.3
CN4848900000000,48,489,"Willacy County, TX",2011,,"7,721","6,450","1,271",16.5
CN4849100000000,48,491,"Williamson County, TX",2011,,"230,895","215,239","15,656",6.8
CN4849300000000,48,493,"Wilson County, TX",2011,,"21,547","20,142","1,405",6.5
CN4849500000000,48,495,"Winkler County, TX",2011,,"3,051","2,834",217,7.1
CN4849700000000,48,497,"Wise County, TX",2011,,"28,152","26,022","2,130",7.6
CN4849900000000,48,499,"Wood County, TX",2011,,"16,973","15,506","1,467",8.6
CN4850100000000,48,501,"Yoakum County, TX",2011,,"4,165","3,948",217,5.2
CN4850300000000,48,503,"Young County, TX",2011,,"8,593","7,978",615,7.2
CN4850500000000,48,505,"Zapata County, TX",2011,,"6,467","5,944",523,8.1
CN4850700000000,48,507,"Zavala County, TX",2011,,"4,590","3,944",646,14.1
CN4900100000000,49,1,"Beaver County, UT",2011,,"3,044","2,800",244,8
CN4900300000000,49,3,"Box Elder County, UT",2011,,"23,186","21,444","1,742",7.5
CN4900500000000,49,5,"Cache County, UT",2011,,"56,612","53,638","2,974",5.3
CN4900700000000,49,7,"Carbon County, UT",2011,,"9,547","8,824",723,7.6
CN4900900000000,49,9,"Daggett County, UT",2011,,471,442,29,6.2
CN4901100000000,49,11,"Davis County, UT",2011,,"146,629","137,787","8,842",6
CN4901300000000,49,13,"Duchesne County, UT",2011,,"8,445","7,882",563,6.7
CN4901500000000,49,15,"Emery County, UT",2011,,"5,070","4,698",372,7.3
CN4901700000000,49,17,"Garfield County, UT",2011,,"2,962","2,646",316,10.7
CN4901900000000,49,19,"Grand County, UT",2011,,"5,317","4,797",520,9.8
CN4902100000000,49,21,"Iron County, UT",2011,,"19,868","18,227","1,641",8.3
CN4902300000000,49,23,"Juab County, UT",2011,,"4,595","4,219",376,8.2
CN4902500000000,49,25,"Kane County, UT",2011,,"3,492","3,232",260,7.4
CN4902700000000,49,27,"Millard County, UT",2011,,"6,169","5,842",327,5.3
CN4902900000000,49,29,"Morgan County, UT",2011,,"4,245","4,002",243,5.7
CN4903100000000,49,31,"Piute County, UT",2011,,530,477,53,10
CN4903300000000,49,33,"Rich County, UT",2011,,982,911,71,7.2
CN4903500000000,49,35,"Salt Lake County, UT",2011,,"546,296","510,115","36,181",6.6
CN4903700000000,49,37,"San Juan County, UT",2011,,"5,954","5,359",595,10
CN4903900000000,49,39,"Sanpete County, UT",2011,,"11,110","10,235",875,7.9
CN4904100000000,49,41,"Sevier County, UT",2011,,"9,502","8,796",706,7.4
CN4904300000000,49,43,"Summit County, UT",2011,,"21,205","19,912","1,293",6.1
CN4904500000000,49,45,"Tooele County, UT",2011,,"27,279","25,330","1,949",7.1
CN4904700000000,49,47,"Uintah County, UT",2011,,"15,518","14,585",933,6
CN4904900000000,49,49,"Utah County, UT",2011,,"231,181","216,636","14,545",6.3
CN4905100000000,49,51,"Wasatch County, UT",2011,,"11,381","10,584",797,7
CN4905300000000,49,53,"Washington County, UT",2011,,"55,996","51,025","4,971",8.9
CN4905500000000,49,55,"Wayne County, UT",2011,,"1,430","1,286",144,10.1
CN4905700000000,49,57,"Weber County, UT",2011,,"112,431","103,607","8,824",7.8
CN5000100000000,50,1,"Addison County, VT",2011,,"21,098","20,057","1,041",4.9
CN5000300000000,50,3,"Bennington County, VT",2011,,"19,961","18,687","1,274",6.4
CN5000500000000,50,5,"Caledonia County, VT",2011,,"16,597","15,551","1,046",6.3
CN5000700000000,50,7,"Chittenden County, VT",2011,,"95,502","91,483","4,019",4.2
CN5000900000000,50,9,"Essex County, VT",2011,,"3,059","2,803",256,8.4
CN5001100000000,50,11,"Franklin County, VT",2011,,"27,902","26,462","1,440",5.2
CN5001300000000,50,13,"Grand Isle County, VT",2011,,"4,167","3,901",266,6.4
CN5001500000000,50,15,"Lamoille County, VT",2011,,"14,552","13,541","1,011",6.9
CN5001700000000,50,17,"Orange County, VT",2011,,"16,597","15,711",886,5.3
CN5001900000000,50,19,"Orleans County, VT",2011,,"14,169","12,973","1,196",8.4
CN5002100000000,50,21,"Rutland County, VT",2011,,"33,287","31,025","2,262",6.8
CN5002300000000,50,23,"Washington County, VT",2011,,"34,863","33,028","1,835",5.3
CN5002500000000,50,25,"Windham County, VT",2011,,"24,980","23,580","1,400",5.6
CN5002700000000,50,27,"Windsor County, VT",2011,,"31,373","29,660","1,713",5.5
CN5100100000000,51,1,"Accomack County, VA",2011,,"16,591","15,198","1,393",8.4
CN5100300000000,51,3,"Albemarle County, VA",2011,,"52,161","49,252","2,909",5.6
CN5100500000000,51,5,"Alleghany County, VA",2011,,"7,908","7,286",622,7.9
CN5100700000000,51,7,"Amelia County, VA",2011,,"6,262","5,793",469,7.5
CN5100900000000,51,9,"Amherst County, VA",2011,,"16,181","15,003","1,178",7.3
CN5101100000000,51,11,"Appomattox County, VA",2011,,"7,262","6,684",578,8
CN5101300000000,51,13,"Arlington County, VA",2011,,"141,853","136,519","5,334",3.8
CN5101500000000,51,15,"Augusta County, VA",2011,,"37,430","35,060","2,370",6.3
CN5101700000000,51,17,"Bath County, VA",2011,,"2,576","2,413",163,6.3
CN5101900000000,51,19,"Bedford County, VA",2011,,"38,817","36,307","2,510",6.5
CN5102100000000,51,21,"Bland County, VA",2011,,"2,859","2,647",212,7.4
CN5102300000000,51,23,"Botetourt County, VA",2011,,"17,729","16,689","1,040",5.9
CN5102500000000,51,25,"Brunswick County, VA",2011,,"6,818","6,098",720,10.6
CN5102700000000,51,27,"Buchanan County, VA",2011,,"8,475","7,750",725,8.6
CN5102900000000,51,29,"Buckingham County, VA",2011,,"6,594","5,963",631,9.6
CN5103100000000,51,31,"Campbell County, VA",2011,,"27,607","25,629","1,978",7.2
CN5103300000000,51,33,"Caroline County, VA",2011,,"14,477","13,175","1,302",9
CN5103500000000,51,35,"Carroll County, VA",2011,,"13,629","12,284","1,345",9.9
CN5103600000000,51,36,"Charles City County, VA",2011,,"3,937","3,583",354,9
CN5103700000000,51,37,"Charlotte County, VA",2011,,"5,399","4,871",528,9.8
CN5104100000000,51,41,"Chesterfield County, VA",2011,,"171,539","159,940","11,599",6.8
CN5104300000000,51,43,"Clarke County, VA",2011,,"7,773","7,328",445,5.7
CN5104500000000,51,45,"Craig County, VA",2011,,"2,481","2,294",187,7.5
CN5104700000000,51,47,"Culpeper County, VA",2011,,"23,397","21,908","1,489",6.4
CN5104900000000,51,49,"Cumberland County, VA",2011,,"4,561","4,212",349,7.7
CN5105100000000,51,51,"Dickenson County, VA",2011,,"5,459","4,920",539,9.9
CN5105300000000,51,53,"Dinwiddie County, VA",2011,,"13,643","12,555","1,088",8
CN5105700000000,51,57,"Essex County, VA",2011,,"5,699","5,226",473,8.3
CN5105900000000,51,59,"Fairfax County, VA",2011,,"620,197","590,687","29,510",4.8
CN5106100000000,51,61,"Fauquier County, VA",2011,,"36,128","34,138","1,990",5.5
CN5106300000000,51,63,"Floyd County, VA",2011,,"8,334","7,806",528,6.3
CN5106500000000,51,65,"Fluvanna County, VA",2011,,"13,266","12,494",772,5.8
CN5106700000000,51,67,"Franklin County, VA",2011,,"27,679","25,608","2,071",7.5
CN5106900000000,51,69,"Frederick County, VA",2011,,"43,199","40,397","2,802",6.5
CN5107100000000,51,71,"Giles County, VA",2011,,"8,274","7,613",661,8
CN5107300000000,51,73,"Gloucester County, VA",2011,,"19,550","18,323","1,227",6.3
CN5107500000000,51,75,"Goochland County, VA",2011,,"10,374","9,716",658,6.3
CN5107700000000,51,77,"Grayson County, VA",2011,,"7,206","6,424",782,10.9
CN5107900000000,51,79,"Greene County, VA",2011,,"9,792","9,201",591,6
CN5108100000000,51,81,"Greensville County, VA",2011,,"4,581","4,179",402,8.8
CN5108300000000,51,83,"Halifax County, VA",2011,,"16,361","14,564","1,797",11
CN5108500000000,51,85,"Hanover County, VA",2011,,"54,957","51,675","3,282",6
CN5108700000000,51,87,"Henrico County, VA",2011,,"170,535","159,037","11,498",6.7
CN5108900000000,51,89,"Henry County, VA",2011,,"22,821","19,949","2,872",12.6
CN5109100000000,51,91,"Highland County, VA",2011,,"1,460","1,378",82,5.6
CN5109300000000,51,93,"Isle of Wight County, VA",2011,,"18,880","17,569","1,311",6.9
CN5109500000000,51,95,"James City County, VA",2011,,"32,605","30,618","1,987",6.1
CN5109700000000,51,97,"King and Queen County, VA",2011,,"3,664","3,394",270,7.4
CN5109900000000,51,99,"King George County, VA",2011,,"11,721","10,904",817,7
CN5110100000000,51,101,"King William County, VA",2011,,"8,703","8,104",599,6.9
CN5110300000000,51,103,"Lancaster County, VA",2011,,"5,590","5,072",518,9.3
CN5110500000000,51,105,"Lee County, VA",2011,,"10,229","9,451",778,7.6
CN5110700000000,51,107,"Loudoun County, VA",2011,,"181,515","173,042","8,473",4.7
CN5110900000000,51,109,"Louisa County, VA",2011,,"17,943","16,717","1,226",6.8
CN5111100000000,51,111,"Lunenburg County, VA",2011,,"5,511","5,039",472,8.6
CN5111300000000,51,113,"Madison County, VA",2011,,"7,223","6,844",379,5.2
CN5111500000000,51,115,"Mathews County, VA",2011,,"4,244","3,967",277,6.5
CN5111700000000,51,117,"Mecklenburg County, VA",2011,,"14,059","12,599","1,460",10.4
CN5111900000000,51,119,"Middlesex County, VA",2011,,"5,138","4,805",333,6.5
CN5112100000000,51,121,"Montgomery County, VA",2011,,"48,374","45,309","3,065",6.3
CN5112500000000,51,125,"Nelson County, VA",2011,,"7,604","7,123",481,6.3
CN5112700000000,51,127,"New Kent County, VA",2011,,"10,439","9,770",669,6.4
CN5113100000000,51,131,"Northampton County, VA",2011,,"6,364","5,799",565,8.9
CN5113300000000,51,133,"Northumberland County, VA",2011,,"6,031","5,489",542,9
CN5113500000000,51,135,"Nottoway County, VA",2011,,"6,893","6,400",493,7.2
CN5113700000000,51,137,"Orange County, VA",2011,,"15,788","14,606","1,182",7.5
CN5113900000000,51,139,"Page County, VA",2011,,"12,491","11,106","1,385",11.1
CN5114100000000,51,141,"Patrick County, VA",2011,,"8,047","7,178",869,10.8
CN5114300000000,51,143,"Pittsylvania County, VA",2011,,"31,169","28,329","2,840",9.1
CN5114500000000,51,145,"Powhatan County, VA",2011,,"13,555","12,708",847,6.2
CN5114700000000,51,147,"Prince Edward County, VA",2011,,"10,386","9,450",936,9
CN5114900000000,51,149,"Prince George County, VA",2011,,"14,530","13,396","1,134",7.8
CN5115300000000,51,153,"Prince William County, VA",2011,,"225,195","212,446","12,749",5.7
CN5115500000000,51,155,"Pulaski County, VA",2011,,"16,880","15,413","1,467",8.7
CN5115700000000,51,157,"Rappahannock County, VA",2011,,"4,003","3,778",225,5.6
CN5115900000000,51,159,"Richmond County, VA",2011,,"4,267","3,982",285,6.7
CN5116100000000,51,161,"Roanoke County, VA",2011,,"49,724","46,896","2,828",5.7
CN5116300000000,51,163,"Rockbridge County, VA",2011,,"11,010","10,263",747,6.8
CN5116500000000,51,165,"Rockingham County, VA",2011,,"41,314","38,822","2,492",6
CN5116700000000,51,167,"Russell County, VA",2011,,"11,942","10,809","1,133",9.5
CN5116900000000,51,169,"Scott County, VA",2011,,"10,156","9,411",745,7.3
CN5117100000000,51,171,"Shenandoah County, VA",2011,,"21,084","19,597","1,487",7.1
CN5117300000000,51,173,"Smyth County, VA",2011,,"13,750","12,250","1,500",10.9
CN5117500000000,51,175,"Southampton County, VA",2011,,"9,441","8,715",726,7.7
CN5117700000000,51,177,"Spotsylvania County, VA",2011,,"64,277","59,971","4,306",6.7
CN5117900000000,51,179,"Stafford County, VA",2011,,"65,148","61,126","4,022",6.2
CN5118100000000,51,181,"Surry County, VA",2011,,"3,760","3,442",318,8.5
CN5118300000000,51,183,"Sussex County, VA",2011,,"4,381","3,922",459,10.5
CN5118500000000,51,185,"Tazewell County, VA",2011,,"18,195","16,749","1,446",7.9
CN5118700000000,51,187,"Warren County, VA",2011,,"20,119","18,629","1,490",7.4
CN5119100000000,51,191,"Washington County, VA",2011,,"27,899","25,914","1,985",7.1
CN5119300000000,51,193,"Westmoreland County, VA",2011,,"9,402","8,695",707,7.5
CN5119500000000,51,195,"Wise County, VA",2011,,"17,257","15,933","1,324",7.7
CN5119700000000,51,197,"Wythe County, VA",2011,,"14,385","13,062","1,323",9.2
CN5119900000000,51,199,"York County, VA",2011,,"31,907","29,945","1,962",6.1
CN5151000000000,51,510,"Alexandria city, VA",2011,,"92,505","88,377","4,128",4.5
CN5152000000000,51,520,"Bristol city, VA",2011,,"8,098","7,426",672,8.3
CN5153000000000,51,530,"Buena Vista city, VA",2011,,"3,240","2,944",296,9.1
CN5154000000000,51,540,"Charlottesville city, VA",2011,,"23,247","21,947","1,300",5.6
CN5155000000000,51,550,"Chesapeake city, VA",2011,,"114,650","106,720","7,930",6.9
CN5157000000000,51,570,"Colonial Heights city, VA",2011,,"8,560","7,915",645,7.5
CN5158000000000,51,580,"Covington city, VA",2011,,"2,663","2,413",250,9.4
CN5159000000000,51,590,"Danville city, VA",2011,,"20,279","17,918","2,361",11.6
CN5159500000000,51,595,"Emporia city, VA",2011,,"2,557","2,280",277,10.8
CN5160000000000,51,600,"Fairfax city, VA",2011,,"12,712","12,087",625,4.9
CN5161000000000,51,610,"Falls Church city, VA",2011,,"7,517","7,198",319,4.2
CN5162000000000,51,620,"Franklin city, VA",2011,,"3,672","3,255",417,11.4
CN5163000000000,51,630,"Fredericksburg city, VA",2011,,"13,068","12,022","1,046",8
CN5164000000000,51,640,"Galax city, VA",2011,,"3,105","2,784",321,10.3
CN5165000000000,51,650,"Hampton city, VA",2011,,"66,445","60,507","5,938",8.9
CN5166000000000,51,660,"Harrisonburg city, VA",2011,,"23,788","21,933","1,855",7.8
CN5167000000000,51,670,"Hopewell city, VA",2011,,"9,911","8,791","1,120",11.3
CN5167800000000,51,678,"Lexington city, VA",2011,,"2,293","2,083",210,9.2
CN5168000000000,51,680,"Lynchburg city, VA",2011,,"35,762","32,878","2,884",8.1
CN5168300000000,51,683,"Manassas city, VA",2011,,"21,403","20,099","1,304",6.1
CN5168500000000,51,685,"Manassas Park city, VA",2011,,"8,634","8,151",483,5.6
CN5169000000000,51,690,"Martinsville city, VA",2011,,"5,902","5,005",897,15.2
CN5170000000000,51,700,"Newport News city, VA",2011,,"90,697","83,305","7,392",8.2
CN5171000000000,51,710,"Norfolk city, VA",2011,,"112,932","103,527","9,405",8.3
CN5172000000000,51,720,"Norton city, VA",2011,,"2,113","1,966",147,7
CN5173000000000,51,730,"Petersburg city, VA",2011,,"13,714","11,950","1,764",12.9
CN5173500000000,51,735,"Poquoson city, VA",2011,,"6,369","6,005",364,5.7
CN5174000000000,51,740,"Portsmouth city, VA",2011,,"45,777","41,496","4,281",9.4
