"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"0500000US37133","Onslow County, North Carolina","179471","*****","135303","2032","29556","1070","1237","721","3665","552","436","263","3104","1357","6170","1820","2020","1132","4150","1292"
"0500000US37135","Orange County, North Carolina","134197","*****","103665","1417","16095","654","222","304","9187","615","0","289","2066","1379","2962","1138","518","475","2444","1047"
"0500000US37147","Pitt County, North Carolina","168817","*****","99480","1326","58036","1212","450","568","2458","406","0","289","5660","1418","2733","1231","230","288","2503","1126"
"0500000US37151","Randolph County, North Carolina","141960","*****","125162","1978","7320","1044","612","294","1637","289","49","80","4783","1936","2397","800","0","289","2397","800"
"0500000US37155","Robeson County, North Carolina","134473","*****","43669","2036","32487","477","50146","1725","1127","40","132","208","2902","1845","4010","1658","497","585","3513","1683"
"0500000US37157","Rockingham County, North Carolina","93641","*****","70766","886","17185","1452","152","180","593","101","0","289","2669","954","2276","1425","0","289","2276","1425"
"0500000US37159","Rowan County, North Carolina","138446","*****","105617","1543","23372","1108","815","554","1432","224","0","289","6008","1541","1202","611","52","85","1150","603"
"0500000US37171","Surry County, North Carolina","73694","*****","67202","1212","2190","983","574","507","344","319","24","46","1958","1131","1402","656","172","259","1230","614"
"0500000US37179","Union County, North Carolina","202206","*****","167229","2077","22735","1698","793","327","3107","567","0","289","3455","1877","4887","2117","1937","1568","2950","1247"
"0500000US37183","Wake County, North Carolina","906969","*****","622164","4642","187646","2963","2794","1175","48923","1714","112","130","24374","4863","20956","3451","3832","1968","17124","3305"
"0500000US37191","Wayne County, North Carolina","122907","*****","69809","724","39155","687","192","189","1694","337","126","214","9506","1160","2425","1068","526","485","1899","969"
"0500000US37193","Wilkes County, North Carolina","69287","*****","62980","1348","2943","615","129","210","352","388","0","289","2377","1348","506","382","0","289","506","382"
"0500000US37195","Wilson County, North Carolina","81359","*****","41237","872","32193","804","157","186","384","239","0","289","6272","977","1116","737","256","348","860","616"
"0500000US38015","Burleigh County, North Dakota","81666","*****","75830","363","317","321","2848","857","217","116","81","143","96","144","2277","732","26","43","2251","731"
"0500000US38017","Cass County, North Dakota","150230","*****","137481","734","3514","611","1360","457","3539","624","0","211","1032","386","3304","1181","518","492","2786","961"
"0500000US38035","Grand Forks County, North Dakota","66991","*****","60155","413","1874","460","1830","502","1533","166","29","54","558","485","1012","513","34","72","978","490"
"0500000US39003","Allen County, Ohio","106205","*****","87840","1009","12958","1266","302","96","873","179","0","269","1581","1019","2651","1099","162","229","2489","1087"
"0500000US39007","Ashtabula County, Ohio","101429","*****","94095","732","3515","880","168","212","283","264","0","269","378","300","2990","960","184","322","2806","1021"
"0500000US39017","Butler County, Ohio","368630","*****","319108","2139","27940","1634","833","624","9905","375","348","462","4445","2065","6051","2154","704","623","5347","2029"
"0500000US39023","Clark County, Ohio","138193","*****","118405","610","12846","966","179","222","1069","251","0","269","3455","681","2239","896","54","96","2185","886"
"0500000US39025","Clermont County, Ohio","197604","*****","189819","1005","2468","545","360","284","1325","878","0","269","601","990","3031","1039","71","117","2960","1054"
"0500000US39029","Columbiana County, Ohio","107800","*****","103095","387","2172","442","72","122","517","331","0","269","766","492","1178","391","0","269","1178","391"
"0500000US39035","Cuyahoga County, Ohio","1278208","*****","822857","3541","377263","3411","3202","911","32836","1054","49","83","11477","2427","30524","3690","4907","1991","25617","3193"
"0500000US39041","Delaware County, Ohio","175250","*****","158252","322","6402","439","0","269","8820","433","0","269","246","215","1530","596","132","212","1398","573"
"0500000US39043","Erie County, Ohio","77070","*****","67584","300","5586","1213","282","333","393","200","0","269","431","269","2794","1166","12","21","2782","1166"
"0500000US39049","Franklin County, Ohio","1165897","*****","816908","4279","249476","5197","1990","1053","46025","1425","304","451","17907","3675","33287","4778","2121","1093","31166","4941"
"0500000US39055","Geauga County, Ohio","93408","*****","90432","403","458","305","0","269","681","160","0","269","57","100","1780","569","276","319","1504","453"
"0500000US39057","Greene County, Ohio","161605","*****","139493","693","12212","749","151","178","4638","487","35","58","1527","855","3549","1012","32","60","3517","1005"
"0500000US39061","Hamilton County, Ohio","802252","*****","553867","2357","206307","2721","1986","801","15568","1385","0","269","6183","2624","18341","3342","544","370","17797","3298"
"0500000US39085","Lake County, Ohio","230101","*****","213485","1526","8390","776","162","216","2843","395","0","269","2717","1370","2504","890","498","596","2006","757"
"0500000US39089","Licking County, Ohio","166701","*****","155967","489","6021","757","151","262","1441","256","0","269","325","442","2796","857","109","130","2687","837"
"0500000US39093","Lorain County, Ohio","301449","*****","254085","2315","26903","1492","838","385","3284","269","41","83","6484","2044","9814","1703","2766","1422","7048","1791"
"0500000US39095","Lucas County, Ohio","441468","*****","328567","2179","84331","2398","1106","468","7184","773","441","397","6708","2163","13131","2802","1997","968","11134","2591"
"0500000US39099","Mahoning County, Ohio","238310","*****","192862","1187","38720","1136","148","174","1928","369","0","269","2019","1037","2633","1054","218","229","2415","1023"
"0500000US39101","Marion County, Ohio","66482","*****","60516","433","3548","576","165","133","412","433","0","269","691","432","1150","526","0","269","1150","526"
"0500000US39103","Medina County, Ohio","172592","*****","165475","942","2503","338","77","131","1560","351","0","269","1311","923","1666","537","128","153","1538","523"
"0500000US39109","Miami County, Ohio","102461","*****","97212","127","2796","609","178","329","1269","326","0","269","189","178","817","677","276","369","541","465"
"0500000US39113","Montgomery County, Ohio","535059","*****","394554","2014","111428","1849","769","455","9617","923","0","269","4733","1836","13958","2266","1851","953","12107","2112"
"0500000US39133","Portage County, Ohio","161386","*****","148402","694","6170","1173","314","256","2677","295","0","269","939","671","2884","1212","126","153","2758","1194"
"0500000US39145","Scioto County, Ohio","79506","*****","74729","212","2202","863","372","411","99","127","0","269","730","225","1374","959","87","163","1287","986"
"0500000US39151","Stark County, Ohio","375321","*****","333361","772","28209","2214","1204","515","2565","537","0","269","890","407","9092","2455","1123","618","7969","2305"
"0500000US39153","Summit County, Ohio","541565","*****","437297","1016","76188","2443","558","444","11013","1253","0","269","1853","1323","14656","2443","796","607","13860","2441"
"0500000US39155","Trumbull County, Ohio","209936","*****","187147","449","18413","795","263","232","791","417","0","269","483","303","2839","911","43","73","2796","898"
"0500000US39165","Warren County, Ohio","213192","*****","193726","619","7336","472","422","341","8859","726","0","269","524","423","2325","967","281","274","2044","907"
"0500000US39169","Wayne County, Ohio","114505","*****","109968","354","1493","1024","49","67","1530","1056","0","269","69","127","1396","683","170","213","1226","632"
"0500000US39173","Wood County, Ohio","125502","*****","116010","991","3173","636","0","269","1911","366","0","269","1923","770","2485","887","616","481","1869","787"
"0500000US40017","Canadian County, Oklahoma","116237","*****","96601","1189","2397","241","5630","1060","3705","242","0","253","2258","875","5646","1437","775","550","4871","1255"
"0500000US40027","Cleveland County, Oklahoma","256895","*****","203893","2308","9944","1238","11280","1768","7880","835","79","131","5306","2133","18513","2555","1129","927","17384","2460"
"0500000US40031","Comanche County, Oklahoma","125368","*****","80605","1525","21250","1385","6808","1025","2898","475","786","253","2271","1096","10750","2125","1669","1223","9081","1857"
"0500000US40037","Creek County, Oklahoma","70133","*****","55658","555","1651","303","3968","976","529","808","0","253","359","345","7968","1293","566","370","7402","1208"
"0500000US40101","Muskogee County, Oklahoma","71110","*****","44584","640","7294","714","8918","1391","404","298","116","189","333","403","9461","1649","0","253","9461","1649"
"0500000US40109","Oklahoma County, Oklahoma","721178","*****","487299","5424","110270","3389","18995","2321","23009","730","747","173","31664","4791","49194","5681","3049","1207","46145","5856"
"0500000US40119","Payne County, Oklahoma","77448","*****","63898","697","2376","476","3254","808","2314","703","0","253","251","300","5355","1257","42","69","5313","1254"
"0500000US40125","Pottawatomie County, Oklahoma","69608","*****","53337","552","2064","167","7553","1588","122","124","0","253","153","138","6379","1687","247","247","6132","1707"
"0500000US40131","Rogers County, Oklahoma","86988","*****","66506","542","219","190","12660","1264","664","386","0","253","604","491","6335","1318","59","71","6276","1305"
"0500000US40143","Tulsa County, Oklahoma","605418","*****","437262","3922","64590","2325","30624","2699","14628","922","403","342","19646","3924","38265","3887","2708","1033","35557","3691"
"0500000US40145","Wagoner County, Oklahoma","73349","*****","56666","777","2492","551","6330","1260","252","196","0","253","718","806","6891","1408","102","177","6789","1360"
"0500000US41003","Benton County, Oregon","85575","*****","76564","475","807","391","558","423","4498","565","125","156","484","397","2539","870","68","116","2471","848"
"0500000US41005","Clackamas County, Oregon","376891","*****","337830","2705","2755","771","2352","793","12898","1583","1008","350","6677","2514","13371","2335","1443","1009","11928","2192"
"0500000US41017","Deschutes County, Oregon","157894","*****","146337","2131","668","255","1133","716","1806","492","93","154","4689","2168","3168","892","280","343","2888","835"
"0500000US41019","Douglas County, Oregon","107638","*****","100911","411","154","251","2063","699","955","510","0","277","508","304","3047","922","210","283","2837","856"
"0500000US41029","Jackson County, Oregon","203462","*****","186892","2051","1290","738","2175","1171","1993","570","106","172","2627","1300","8379","2025","1665","1055","6714","1546"
"0500000US41033","Josephine County, Oregon","82807","*****","77483","854","167","216","1331","529","294","287","256","377","846","716","2430","698","136","212","2294","694"
"0500000US41035","Klamath County, Oregon","64723","1966","57521","1876","52","98","3205","969","262","260","47","81","1277","815","2359","952","589","492","1770","778"
"0500000US41039","Lane County, Oregon","351983","*****","314768","2344","2876","423","2900","977","8142","959","951","227","7345","2272","15001","1717","1019","511","13982","1638"
"0500000US41043","Linn County, Oregon","116910","*****","106847","1370","487","279","2327","410","965","511","47","90","3487","1422","2750","851","333","325","2417","821"
"0500000US41047","Marion County, Oregon","316096","*****","251340","6587","3461","976","4319","1543","6136","761","2525","499","35058","6532","13257","2349","3019","1385","10238","1760"
"0500000US41051","Multnomah County, Oregon","737902","*****","575104","6248","44592","2424","6366","1361","50481","2659","3751","781","31288","6535","26320","4039","3053","1401","23267","3746"
"0500000US41053","Polk County, Oregon","75625","*****","67064","1683","172","206","1848","689","1775","218","188","246","2698","1637","1880","697","57","99","1823","677"
"0500000US41059","Umatilla County, Oregon","76079","*****","68326","1314","618","241","811","369","722","160","254","306","1943","1227","3405","673","550","465","2855","502"
"0500000US41067","Washington County, Oregon","531744","*****","406871","6447","9171","1354","4778","2074","45051","2560","2069","553","41393","7136","22411","3073","4041","1807","18370","2733"
"0500000US41071","Yamhill County, Oregon","99391","*****","84549","1836","611","357","1440","836","1855","272","532","321","7807","1951","2597","999","640","618","1957","871"
"0500000US42001","Adams County, Pennsylvania","101485","*****","95237","1237","2035","839","0","246","297","262","0","246","2568","1276","1348","723","31","66","1317","716"
"0500000US42003","Allegheny County, Pennsylvania","1223583","*****","998633","1253","157538","3692","1454","533","33606","1824","502","304","3759","1194","28091","4167","2126","1202","25965","3892"
"0500000US42005","Armstrong County, Pennsylvania","68839","*****","67303","84","720","341","68","88","131","72","0","246","20","33","597","319","0","246","597","319"
"0500000US42007","Beaver County, Pennsylvania","170567","*****","155157","594","9881","1082","0","246","901","77","92","159","530","485","4006","1092","72","104","3934","1078"
"0500000US42011","Berks County, Pennsylvania","411850","*****","347052","4049","19106","1627","778","577","5211","623","0","246","31449","4242","8254","2278","2933","1482","5321","1677"
"0500000US42013","Blair County, Pennsylvania","127031","*****","122234","307","2009","804","64","108","922","246","0","246","490","313","1312","781","25","50","1287","778"
"0500000US42017","Bucks County, Pennsylvania","625472","*****","563100","2172","22251","2361","1094","825","24763","1205","54","99","5816","1870","8394","1914","1252","656","7142","1809"
"0500000US42019","Butler County, Pennsylvania","184059","*****","177832","524","1706","581","133","175","1883","401","0","246","672","524","1833","753","0","246","1833","753"
"0500000US42021","Cambria County, Pennsylvania","143498","*****","135124","466","5234","513","55","71","941","159","80","141","555","423","1509","496","96","138","1413","476"
"0500000US42027","Centre County, Pennsylvania","154127","*****","137638","1162","4197","601","450","150","7920","604","42","69","1404","1040","2476","768","92","107","2384","798"
"0500000US42029","Chester County, Pennsylvania","499797","*****","436212","2286","30354","1494","538","429","19470","823","0","246","4312","2146","8911","2144","1145","782","7766","1909"
"0500000US42033","Clearfield County, Pennsylvania","81562","*****","77700","903","2035","1046","19","38","416","128","0","246","89","105","1303","958","106","130","1197","953"
"0500000US42037","Columbia County, Pennsylvania","67268","*****","64586","209","986","497","66","72","834","418","0","246","160","156","636","333","0","246","636","333"
"0500000US42039","Crawford County, Pennsylvania","88657","*****","85309","207","1591","546","40","46","357","190","0","246","28","38","1332","604","266","196","1066","574"
"0500000US42041","Cumberland County, Pennsylvania","235861","*****","212930","1515","7594","1032","345","257","6058","928","237","341","2749","1250","5948","1365","1164","763","4784","1109"
"0500000US42043","Dauphin County, Pennsylvania","268220","*****","199813","2085","48361","1734","250","178","8317","868","266","365","3462","1510","7751","1638","1094","693","6657","1566"
"0500000US42045","Delaware County, Pennsylvania","559276","*****","408816","1446","110512","1434","127","141","25479","1405","0","246","3174","1231","11168","2240","1209","636","9959","2116"
"0500000US42049","Erie County, Pennsylvania","280686","*****","249120","1113","20346","1521","748","318","3540","301","0","246","2070","947","4862","1546","893","668","3969","1362"
"0500000US42051","Fayette County, Pennsylvania","136446","*****","127173","342","5741","845","146","196","0","246","0","246","344","309","3042","800","93","73","2949","796"
"0500000US42055","Franklin County, Pennsylvania","149834","*****","140087","926","4516","895","41","80","1035","487","0","246","1353","889","2802","1147","392","335","2410","1087"
"0500000US42063","Indiana County, Pennsylvania","88847","*****","84309","387","2211","799","258","264","892","834","144","220","213","201","820","480","212","288","608","381"
"0500000US42069","Lackawanna County, Pennsylvania","214367","*****","200252","1454","5180","1075","190","168","3586","709","190","314","2436","1396","2533","1209","369","617","2164","977"
"0500000US42071","Lancaster County, Pennsylvania","520156","*****","468862","2824","19638","2047","1487","750","10517","463","98","156","10825","2780","8729","2003","2180","1073","6549","1674"
"0500000US42073","Lawrence County, Pennsylvania","90968","*****","85091","411","4230","526","118","143","162","235","95","129","365","293","907","444","301","344","606","449"
"0500000US42075","Lebanon County, Pennsylvania","133688","*****","120099","1628","1846","729","156","177","1231","570","0","246","6636","2032","3720","1456","1178","843","2542","1240"
"0500000US42077","Lehigh County, Pennsylvania","350106","*****","288037","4771","22258","3068","1320","808","10090","801","0","246","18441","4330","9960","2256","2346","1356","7614","1595"
"0500000US42079","Luzerne County, Pennsylvania","320795","*****","297026","2247","11613","1857","791","707","2783","308","314","500","4380","1772","3888","1214","755","660","3133","1041"
"0500000US42081","Lycoming County, Pennsylvania","116143","*****","107753","553","5361","570","45","69","482","215","66","104","331","300","2105","703","316","306","1789","614"
"0500000US42085","Mercer County, Pennsylvania","116558","*****","107036","265","6333","864","21","40","879","126","157","253","114","111","2018","876","137","151","1881","863"
"0500000US42089","Monroe County, Pennsylvania","169896","*****","135199","2088","25138","1894","464","534","3309","525","0","246","2813","1246","2973","1108","848","658","2125","852"
"0500000US42091","Montgomery County, Pennsylvania","801052","*****","658853","2176","71930","1813","528","467","51941","1268","122","148","4477","1601","13201","2005","1798","751","11403","2000"
"0500000US42095","Northampton County, Pennsylvania","298101","*****","259437","2491","14899","1387","278","272","7789","512","31","53","7939","2296","7728","2068","1348","647","6380","1960"
"0500000US42097","Northumberland County, Pennsylvania","94366","*****","90456","521","893","468","231","256","545","499","0","246","708","518","1533","599","134","130","1399","630"
"0500000US42101","Philadelphia County, Pennsylvania","1528306","*****","634294","6329","668961","5507","4659","1208","97916","2664","224","269","84753","7145","37499","6711","9291","3493","28208","4995"
"0500000US42107","Schuylkill County, Pennsylvania","148228","*****","140301","562","4543","928","180","219","892","58","0","246","1060","594","1252","791","167","124","1085","774"
"0500000US42111","Somerset County, Pennsylvania","77626","*****","74594","416","1382","423","239","218","46","82","0","246","217","141","1148","522","0","246","1148","522"
"0500000US42125","Washington County, Pennsylvania","207875","*****","195619","725","7588","956","49","79","1562","201","0","246","811","846","2246","927","110","135","2136","911"
"0500000US42129","Westmoreland County, Pennsylvania","365012","*****","348232","564","7281","1305","328","186","3107","258","0","246","845","555","5219","1491","638","515","4581","1324"
"0500000US42133","York County, Pennsylvania","435490","*****","385017","2357","20644","1579","503","236","5695","576","44","77","12063","2516","11524","1852","1765","683","9759","1673"
"0500000US44003","Kent County, Rhode Island","166103","*****","155749","1078","2631","602","294","236","3729","540","0","291","1173","924","2527","831","883","643","1644","805"
"0500000US44005","Newport County, Rhode Island","82852","*****","75259","1100","2848","1255","108","213","1426","362","616","833","535","643","2060","1312","95","113","1965","1317"
"0500000US44007","Providence County, Rhode Island","627070","*****","460015","5905","55549","3242","1653","687","22400","1345","488","470","65258","6522","21707","2657","5565","1447","16142","2465"
"0500000US44009","Washington County, Rhode Island","127008","*****","118968","842","1772","383","778","697","2305","312","0","291","1303","745","1882","927","297","332","1585","860"
"0500000US45003","Aiken County, South Carolina","160565","*****","112674","1602","40631","988","285","291","1392","199","67","120","3240","1388","2276","768","88","198","2188","733"
"0500000US45007","Anderson County, South Carolina","187269","*****","150930","1275","30958","814","86","100","1122","363","0","296","1698","1301","2475","792","53","93","2422","793"
"0500000US45013","Beaufort County, South Carolina","162989","*****","118409","2788","31587","926","490","567","1617","385","0","296","8426","2710","2460","901","157","187","2303","904"
"0500000US45015","Berkeley County, South Carolina","178783","*****","119572","1923","45345","1686","1197","613","3657","555","0","296","3926","2164","5086","1973","1149","872","3937","1635"
"0500000US45019","Charleston County, South Carolina","351482","*****","229639","2767","104223","1269","106","113","2592","685","265","388","6829","2856","7828","1290","953","810","6875","1339"
"0500000US45035","Dorchester County, South Carolina","137476","*****","93894","1031","35133","1304","1030","625","2179","599","0","296","145","172","5095","1596","325","329","4770","1610"
"0500000US45041","Florence County, South Carolina","137088","*****","74552","466","58357","1211","147","186","1479","444","0","296","201","206","2352","1222","39","68","2313","1212"
"0500000US45045","Greenville County, South Carolina","452859","*****","345916","2279","81090","1566","1105","413","8595","785","157","197","5371","2202","10625","2248","2254","1055","8371","1909"
"0500000US45047","Greenwood County, South Carolina","69703","*****","43999","1291","21613","1073","13","21","787","796","0","296","2427","1315","864","796","20","48","844","791"
"0500000US45051","Horry County, South Carolina","270430","*****","215157","1928","36156","1251","603","486","3294","771","422","701","10434","1943","4364","1362","275","351","4089","1276"
"0500000US45057","Lancaster County, South Carolina","76889","*****","56467","553","18689","584","90","144","432","384","0","296","516","547","695","453","0","296","695","453"
"0500000US45063","Lexington County, South Carolina","263406","*****","214676","1873","37528","1426","461","235","3138","872","0","296","1442","1460","6161","2310","726","612","5435","2246"
"0500000US45075","Orangeburg County, South Carolina","92346","*****","32557","409","58541","360","638","57","236","191","0","296","166","354","208","206","0","296","208","206"
"0500000US45077","Pickens County, South Carolina","119217","*****","106009","782","6962","924","458","361","2407","434","84","157","969","924","2328","838","388","375","1940","785"
"0500000US45079","Richland County, South Carolina","385745","*****","184914","1795","177286","1654","406","320","8458","843","498","566","6430","1778","7753","1895","428","417","7325","1838"
"0500000US45083","Spartanburg County, South Carolina","284713","*****","210598","1943","57551","1905","422","442","6005","318","79","130","4659","2007","5399","1864","478","394","4921","1786"
"0500000US45085","Sumter County, South Carolina","107570","*****","52813","1333","51535","1115","183","222","1269","211","0","296","447","556","1323","827","54","90","1269","828"
"0500000US45091","York County, South Carolina","226971","*****","173761","1090","42135","1761","1605","1206","2372","387","70","117","827","711","6201","2103","18","32","6183","2105"
"0500000US46099","Minnehaha County, South Dakota","169987","*****","150585","1518","6809","777","4459","512","2625","359","0","223","3150","1515","2359","1049","47","78","2312","1060"
"0500000US46103","Pennington County, South Dakota","101348","*****","84830","834","1321","293","8797","1374","517","520","0","223","498","303","5385","1233","1131","618","4254","1321"
"0500000US47001","Anderson County, Tennessee","75160","*****","69225","880","4018","934","87","110","964","287","0","287","52","87","814","374","78","128","736","346"
"0500000US47009","Blount County, Tennessee","123119","*****","114475","1040","4815","1422","244","212","905","170","0","287","981","1141","1699","947","0","287","1699","947"
"0500000US47011","Bradley County, Tennessee","99078","*****","91729","542","4616","749","212","193","855","258","453","739","575","469","638","428","96","172","542","383"
"0500000US47037","Davidson County, Tennessee","628133","*****","392542","4822","173659","1966","1271","1201","17920","1580","0","287","26171","4814","16570","2733","2136","1229","14434","2704"
"0500000US47065","Hamilton County, Tennessee","337294","*****","251263","1981","68494","1984","911","606","6309","730","0","287","5547","2026","4770","2116","304","316","4466","2137"
"0500000US47093","Knox County, Tennessee","433108","*****","373532","2308","40151","2003","694","450","8514","570","375","593","2621","1635","7221","1646","691","491","6530","1556"
"0500000US47113","Madison County, Tennessee","98395","*****","58854","1065","36073","1319","848","753","559","436","290","484","0","287","1771","1198","855","982","916","589"
"0500000US47125","Montgomery County, Tennessee","173307","*****","126003","1509","32627","1736","1593","991","3859","532","304","374","1946","1177","6975","2089","483","429","6492","1980"
"0500000US47147","Robertson County, Tennessee","66469","*****","59603","879","5319","534","185","200","135","124","0","287","175","248","1052","742","317","612","735","428"
"0500000US47149","Rutherford County, Tennessee","263740","*****","212422","1763","34796","785","1645","1280","8434","579","87","147","3116","1619","3240","1040","255","340","2985","959"
"0500000US47157","Shelby County, Tennessee","929030","*****","381354","5010","484851","3526","2423","1375","22224","605","44","72","24346","4607","13788","3256","3011","2085","10777","2525"
"0500000US47163","Sullivan County, Tennessee","156794","*****","148399","607","3144","582","548","410","299","239","0","287","1633","1012","2771","808","286","474","2485","665"
"0500000US47165","Sumner County, Tennessee","161250","*****","144830","1031","10177","928","883","461","1578","642","0","287","1537","992","2245","1178","152","207","2093","1220"
"0500000US47179","Washington County, Tennessee","123338","*****","114662","348","5006","824","143","192","1239","615","0","287","280","303","2008","1008","42","69","1966","1001"
"0500000US47187","Williamson County, Tennessee","184035","*****","165531","1223","7611","820","245","295","5668","832","37","65","1863","1211","3080","1106","510","686","2570","868"
"0500000US47189","Wilson County, Tennessee","114537","*****","102848","840","7819","649","0","287","1419","186","241","270","943","836","1267","596","0","287","1267","596"
"0500000US48005","Angelina County, Texas","86953","*****","67792","1802","12887","1100","581","624","423","556","0","294","3409","1631","1861","1300","1074","944","787","705"
"0500000US48021","Bastrop County, Texas","74403","*****","60959","3177","6723","1087","911","861","438","370","0","294","4805","2736","567","544","61","81","506","547"
"0500000US48027","Bell County, Texas","313000","*****","209576","3178","66073","2101","1373","1052","9371","1095","1755","731","9395","2426","15457","2791","2132","887","13325","2639"
"0500000US48029","Bexar County, Texas","1723780","*****","1304020","14969","124405","3187","16078","3821","40365","1877","2374","568","192574","15197","43964","5054","13301","2336","30663","4077"
"0500000US48037","Bowie County, Texas","92723","*****","62921","872","25738","1719","611","292","408","540","416","632","761","701","1868","1141","736","679","1132","685"
"0500000US48039","Brazoria County, Texas","314494","*****","238226","4068","38410","2836","994","510","17972","424","53","86","12169","3441","6670","2615","1173","570","5497","2570"
"0500000US48041","Brazos County, Texas","195693","*****","148648","3124","21506","800","731","340","9459","889","112","190","10635","2942","4602","1456","1384","891","3218","1195"
"0500000US48061","Cameron County, Texas","408054","*****","379575","4929","1828","398","312","419","3272","528","0","294","20240","4929","2827","1074","1984","1013","843","490"
"0500000US48085","Collin County, Texas","788407","*****","585157","4999","64178","2557","4639","916","89100","2153","271","290","21396","4261","23666","3308","4686","1568","18980","3187"
"0500000US48091","Comal County, Texas","109382","*****","101318","1916","2237","621","261","283","403","365","0","294","3672","1984","1491","523","205","260","1286","458"
"0500000US48099","Coryell County, Texas","75645","*****","56623","1410","12394","1244","24","31","1564","227","744","1052","1764","1202","2532","839","153","203","2379","842"
"0500000US48113","Dallas County, Texas","2377351","*****","1352629","16544","523751","5166","10367","2348","118694","2320","959","200","312704","15200","58247","6026","15293","3518","42954","5271"
"0500000US48121","Denton County, Texas","667053","*****","527622","4481","52048","2415","2892","921","43809","1631","764","616","14002","3644","25916","4215","5125","2462","20791","3547"
"0500000US48135","Ector County, Texas","137145","*****","115115","3825","6280","837","2001","2493","466","388","61","109","8273","2726","4949","1694","1409","950","3540","1508"
"0500000US48139","Ellis County, Texas","150462","*****","124088","2715","12257","1411","2912","1451","1466","1208","0","294","5832","2671","3907","1403","967","686","2940","1160"
"0500000US48141","El Paso County, Texas","804338","*****","631750","10751","25549","1920","4670","1104","7845","991","137","160","118029","10273","16358","2505","8699","1942","7659","1604"
"0500000US48157","Fort Bend County, Texas","590350","*****","320595","4944","129339","1326","1563","917","101213","1684","0","294","26481","4511","11159","2546","2780","1278","8379","2128"
"0500000US48167","Galveston County, Texas","292607","*****","231582","2131","41659","918","226","224","8036","857","0","294","5207","1810","5897","1365","1515","670","4382","1197"
"0500000US48181","Grayson County, Texas","121145","*****","100910","2155","5899","747","1533","521","734","420","0","294","7373","2175","4696","1433","837","754","3859","1130"
"0500000US48183","Gregg County, Texas","121854","*****","87483","2695","24991","286","1074","691","1585","68","0","294","5763","2654","958","551","365","391","593","381"
"0500000US48187","Guadalupe County, Texas","132431","*****","111340","2504","8745","831","99","120","1983","294","199","234","6883","2360","3182","850","415","267","2767","809"
"0500000US48201","Harris County, Texas","4110771","*****","2564180","25075","777377","5226","20822","5109","256862","3362","2702","193","420285","24920","68543","6588","21980","3938","46563","5981"
"0500000US48209","Hays County, Texas","158312","*****","124549","4106","5572","695","539","313","1731","397","0","294","22311","3946","3610","1175","1190","683","2420","959"
"0500000US48213","Henderson County, Texas","78647","*****","70960","1014","5541","157","524","360","165","300","0","294","635","759","822","520","268","430","554","260"
"0500000US48215","Hidalgo County, Texas","780087","*****","675973","9951","4248","804","3145","2201","8501","929","0","294","81616","9319","6604","2143","4676","1979","1928","973"
"0500000US48231","Hunt County, Texas","86353","*****","71084","1582","7980","515","276","248","264","272","26","46","5080","1511","1643","552","240","253","1403","522"
"0500000US48245","Jefferson County, Texas","252390","*****","138713","2747","84019","1257","797","290","8470","737","535","760","13251","3144","6605","2168","2248","1314","4357","1606"
"0500000US48251","Johnson County, Texas","151211","*****","139562","1589","2633","756","653","650","888","271","757","996","3198","1491","3520","1069","564","447","2956","995"
"0500000US48257","Kaufman County, Texas","103927","*****","88130","1377","11199","641","0","294","1069","61","0","294","1793","1259","1736","887","427","611","1309","671"
"0500000US48291","Liberty County, Texas","75868","*****","61306","1924","8604","340","241","220","187","276","57","94","4572","1724","901","485","319","465","582","283"
"0500000US48303","Lubbock County, Texas","280237","*****","218880","5241","20517","1133","1164","491","6433","428","216","294","25525","5169","7502","1612","2321","1021","5181","1219"
"0500000US48309","McLennan County, Texas","236028","*****","186760","2287","35665","1017","1447","506","3214","497","0","294","5740","1996","3202","948","947","489","2255","899"
"0500000US48329","Midland County, Texas","136975","*****","117916","2430","9111","281","607","259","1910","294","0","294","5536","1947","1895","1301","589","354","1306","1225"
"0500000US48339","Montgomery County, Texas","459018","*****","403936","5283","13973","2371","3270","1409","10242","549","157","202","13942","5258","13498","2464","1889","1110","11609","2255"
